Nodos AristasExistentes Tiempo
50 600 56876
50 600 56408
50 600 56379
50 600 56796
50 600 56711
50 600 54446
50 600 57251
50 600 56795
50 600 58619
50 600 56744
50 600 56674
50 600 58137
50 600 56816
50 600 56339
50 600 56785
50 600 69788
50 600 56676
50 600 27778
50 600 57261
50 600 61330
50 600 79406
50 600 77189
50 600 61085
50 600 61558
50 600 61304
50 600 61574
50 600 62002
50 600 61417
50 600 57172
50 600 159231
50 600 61910
50 600 61421
50 600 81948
50 600 61414
50 600 61328
50 600 60880
50 600 61418
50 600 60825
50 600 61345
50 600 47099
50 600 57243
50 600 56462
50 600 93098
50 600 67258
50 600 56560
50 600 92488
50 600 57030
50 600 56304
50 600 92574
50 600 56880
50 600 84299
50 600 145276
50 600 80877
50 600 62033
50 600 56438
50 600 105379
50 600 56762
50 600 56741
50 600 86928
50 600 56924
50 600 56373
50 600 94821
50 600 56809
50 600 124188
50 650 69929
50 650 59447
50 650 59949
50 650 59605
50 650 59971
50 650 59626
50 650 59622
50 650 59806
50 650 59854
50 650 59565
50 650 95349
50 650 1079562
50 650 64415
50 650 64404
50 650 81829
50 650 64924
50 650 64362
50 650 80295
50 650 64407
50 650 64436
50 650 64760
50 650 165400
50 650 59994
50 650 60098
50 650 59965
50 650 59761
50 650 59765
50 650 59648
50 650 59476
50 650 59428
50 650 59647
50 650 70558
50 650 66815
50 650 84222
50 650 64870
50 650 64511
50 650 64408
50 650 64443
50 650 65265
50 650 64854
50 650 83794
50 650 64334
50 650 64245
50 650 60315
50 650 94353
50 650 59875
50 650 64367
50 650 64327
50 650 59840
50 650 64712
50 650 64492
50 650 83978
50 650 64879
50 650 64610
50 650 65445
50 650 83554
50 650 64958
50 650 64955
50 650 64663
50 650 65579
50 650 59881
50 650 60311
50 650 59617
50 650 59536
50 650 59556
50 650 59497
50 650 62270
50 650 60182
50 650 59714
50 650 59728
50 650 60302
50 650 59677
50 650 59895
50 650 59300
50 650 59600
50 650 59801
50 650 60001
50 650 60020
50 650 59569
50 650 59601
50 650 59911
50 650 59964
50 650 59932
50 650 59518
50 650 59708
50 650 60158
50 650 59611
50 650 59689
50 650 59503
50 650 60448
50 650 59489
50 650 59430
50 650 72525
50 650 60891
50 650 81800
50 650 91409
50 650 64930
50 650 67326
50 650 65040
50 650 65387
50 700 67978
50 700 86737
50 700 67447
50 700 67677
50 700 67447
50 700 67802
50 700 68063
50 700 67869
50 700 67641
50 700 67540
50 700 992440
50 700 62303
50 700 61773
50 700 62392
50 700 11455
50 700 67446
50 700 85602
50 700 67744
50 700 62203
50 700 62719
50 700 62572
50 700 62181
50 700 62344
50 700 97860
50 700 63144
50 700 61915
50 700 73012
50 700 62075
50 700 62490
50 700 62225
50 700 62591
50 700 129288
50 700 62459
50 700 194777
50 700 62434
50 700 61967
50 700 62750
50 700 62346
50 700 61916
50 700 62211
50 700 98475
50 700 62337
50 700 18648
50 700 68096
50 700 64247
50 700 62869
50 700 62477
50 700 102677
50 700 62952
50 700 62385
50 700 62153
50 700 67354
50 700 62406
50 700 62233
50 700 163361
50 700 62688
50 700 62238
50 700 61934
50 700 64485
50 700 62893
50 700 62385
50 700 68454
50 700 67330
50 700 67529
50 700 17523
50 700 68238
50 700 67983
50 700 67733
50 700 85427
50 700 67579
50 700 67228
50 700 67502
50 700 67632
50 700 67664
50 700 67357
50 700 748931
50 700 117128
50 700 67622
50 700 67649
50 700 62339
50 700 62211
50 700 62342
50 700 62732
50 700 98549
50 700 63165
50 700 62742
50 700 62458
50 700 62536
50 700 62467
50 700 62483
50 700 107928
50 700 70693
50 700 68353
50 700 68079
50 700 86765
50 700 67760
50 700 70389
50 700 67679
50 700 86011
50 700 68169
50 750 70481
50 750 71375
50 750 94385
50 750 71008
50 750 70771
50 750 71048
50 750 94110
50 750 233288
50 750 70646
50 750 71109
50 750 69773
50 750 70848
50 750 70482
50 750 70916
50 750 71287
50 750 71184
50 750 70816
50 750 71104
50 750 71580
50 750 89438
50 750 71829
50 750 90182
50 750 71900
50 750 70919
50 750 70782
50 750 70744
50 750 71283
50 750 71278
50 750 71154
50 750 70997
50 750 89599
50 750 71030
50 750 70588
50 750 70577
50 750 913976
50 750 73213
50 750 71708
50 750 71336
50 750 70853
50 750 72863
50 750 71030
50 750 84139
50 750 71274
50 750 70610
50 750 70582
50 750 71023
50 750 70958
50 750 71582
50 750 90627
50 750 70874
50 750 72219
50 750 70845
50 750 156773
50 750 71479
50 750 70644
50 750 71563
50 750 89987
50 750 70659
50 750 71116
50 750 70679
50 750 71376
50 750 70668
50 750 70178
50 750 70810
50 750 90887
50 750 70510
50 750 70298
50 750 70446
50 750 92545
50 750 173696
50 750 71353
50 750 70902
50 750 70629
50 750 89118
50 750 70758
50 750 70488
50 750 72856
50 750 89519
50 750 71718
50 750 159181
50 750 71314
50 750 70844
50 750 70685
50 750 74367
50 750 71104
50 750 70899
50 750 70329
50 750 70997
50 750 89377
50 750 70933
50 750 71113
50 750 72518
